plant.sp,bird.sp,source,foraging.behaviour,fruitstime,gape.width,frdiam,frmass
Struthanthus_concinnus,Tersina_viridis,Guerra_e_Marini_(2002),masher,0.98,15.2,3.98,0.06
Talauma_ovata,Turdus_amaurochalinus,Cazetta_et_al._(2002),gulper,0.978813559,12.48,7.3,NA
Aegiphyla_sellowiana,Cacicus_haemorrhous,Correia_(1997),gulper,0.975609756,12.1125,7.1,NA
Guarea_guidonia,Myiodynastes_maculatus,Correia_(1997),gulper,0.975609756,15.92,11,12.85
Curatella_americana,Myiodynastes_maculatus,Pascotto_et_al._(2012),gulper,0.965517241,15.92,13.9275,3.9905
Cupania_vernalis,Cyanocorax_chrysops,Gondim_(2002),gulper,0.961538462,19.5,8.75,0.52
Podocarpus_parlatorei,Euphonia_cyanocephala,Blendinger,masher,0.96,7.5,6,0.15
Miconia_albicans,Hemithraupis_flavicollis,Correia_(1997),masher,0.952380952,7.5,7.62,0.195
Plinia_peruviana,Cacicus_chrysopterus,Colussi_e_Prestes_(2011),gulper,0.952380952,10.6,10.3,NA
Alchornea_glandulosa,Empidonomus_varius,Zimmermann_(1996),gulper,0.948339483,11.5,4.4,0.075
Eugenia_uniflora,Synallaxis_ruficapilla,Colussi_e_Prestes_(2011),gulper,0.943319838,8.55,18.95,0.76
Coussarea_hydrangeifolia,Cyanocorax_cristatellus,Gondim_(2002),gulper,0.941176471,18.2,7.4,0.26
Faramea_hyacinthina,Turdus_leucomelas,Melo_et_al._(2003),gulper,0.939501779,14.1125,8.9,0.39
Xylopia_sericea,Saltator_maximus,Correia_(1997),masher,0.938967136,12.7,7.4,NA
Talauma_ovata,Vireo_olivaceus,Cazetta_et_al._(2002),gulper,0.935064935,10.23571429,7.3,NA
Aegiphyla_sellowiana,Turdus_amaurochalinus,Correia_(1997),gulper,0.930232558,12.48,7.1,NA
Podocarpus_parlatorei,Pheucticus_aureoventris,Blendinger,masher,0.93,14.2,6,0.15
Nectandra_megapotamica,Pachyramphus_polychopterus,Krugel_et_al._(2006),gulper,0.925925926,12.35,8.700666667,1.851266667
Miconia_albicans,Myiozetetes_similis,Correia_(1997),gulper,0.925266904,12.86666667,7.62,0.195
Myrciaria_ciliolata,Elaenia_mesoleuca,Gondim_(2002),gulper,0.916666667,11,7.6,0.24
Copaifera_langsdorffii,Turdus_rufiventris,Motta-Jr_e_Lombardi_(1990),gulper,0.913242009,14.50625,9,0.68
Ocotea_corymbosa,Tangara_cayana,Gondim_(2002),masher,0.90625,8.65,5.7,0.18
Podocarpus_parlatorei,Elaenia_albiceps,Blendinger,gulper,0.9,9.2,6,0.15
Ficus_guaranitica,Thraupis_sayaca,Gondim_(2002),masher,0.882352941,12,14.25,NA
Savia_dictiocarpa,Thraupis_sayaca,Gondim_(2002),masher,0.875,12,5.6,0.05
Michelia_champaca,Thraupis_palmarum,Oliveira_et_al._(2013),masher,0.869281046,12,8.5,NA
Ocotea_pulchella,Schistochlamys_ruficapillus,Francisco_e_Galetti_(2002),masher,0.863787375,11.7,6.153,0.192816667
Henriettea_succosa,Euphonia_violacea,Correia_(1997),masher,0.862068966,7.9,16,1.47
Miconia_prasina,Thraupis_sayaca,Correia_(1997),masher,0.862068966,12,6.509425,0.15575
Aegiphyla_sellowiana,Dacnis_cayana,Correia_(1997),masher,0.858369099,8.03,7.1,NA
Byrsonima_intermedia,Penelope_superciliaris,Gondim_(2002),gulper,0.857142857,25,8.2225,0.27
Ocotea_pulchella,Turdus_rufiventris,Francisco_e_Galetti_(2002),gulper,0.855721393,14.50625,6.153,0.192816667
Faramea_hyacinthina,Turdus_leucomelas,Melo_et_al._(2003),gulper,0.848765432,14.1125,8.9,0.39
Cupania_oblongifolia,Turdus_rufiventris,Correia_(1997),gulper,0.842696629,14.50625,11,1.4
Amaioua_guianensis,Pitangus_sulphuratus,Gondim_(2002),gulper,0.833333333,16.35,9.573333333,0.93
Ilex_cerasifolia,Tangara_cayana,Gondim_(2002),masher,0.833333333,8.65,4.9,0.06
Aegiphyla_sellowiana,Tachyphonus_cristatus,Correia_(1997),masher,0.826446281,9.385714286,7.1,NA
Aegiphyla_sellowiana,Myiarchus_ferox,Correia_(1997),gulper,0.826446281,12.43333333,7.1,NA
Talauma_ovata,Myiodynastes_maculatus,Cazetta_et_al._(2002),gulper,0.823045267,15.92,7.3,NA
Michelia_champaca,Veniliornis_passerinus,Oliveira_et_al._(2013),gulper,0.819672131,NA,8.5,NA
Michelia_champaca,Tersina_viridis,Oliveira_et_al._(2013),masher,0.803125,15.2,8.5,NA
Micropholis_venulosa,Querula_purpurata,Parrado-Rosselli_and_Amaya-Espinel,gulper,0.8,NA,NA,NA
Piptocarpa_leprosa,Conirostrum_speciosum,Gondim_(2002),masher,0.8,7.5,NA,NA
Xylopia_aromatica,Pitangus_sulphuratus,Gondim_(2002),gulper,0.8,16.35,4.3,0.710666667
Xylopia_aromatica,Thraupis_sayaca,Gondim_(2002),masher,0.8,12,4.3,0.710666667
Faramea_hyacinthina,Turdus_amaurochalinus,Melo_et_al._(2003),gulper,0.796143251,12.48,8.9,0.39
Guarea_guidonia,Manacus_manacus,Correia_(1997),gulper,0.794392523,10.5826087,11,12.85
Faramea_hyacinthina,Saltator_similis,Melo_et_al._(2003),masher,0.793650794,12.05,8.9,0.39
Tabernaemontana_fuchsaefolia,Mimus_saturninus,Gondim_(2002),gulper,0.780487805,12.15,6.6,0.16
Nectandra_megapotamica,Empidonomus_varius,Krugel_et_al._(2006),gulper,0.769230769,11.5,8.700666667,1.851266667
Miconia_albicans,Turdus_leucomelas,Correia_(1997),gulper,0.763358779,14.1125,7.62,0.195
Alchornea_triplinervia,Ramphocelus_bresilius,Correia_(1997),masher,0.754716981,11.73061224,7.15,0.25
Talauma_ovata,Thraupis_sayaca,Cazetta_et_al._(2002),masher,0.75,12,7.3,NA
Ocotea_corymbosa,Turdus_leucomelas,Gondim_(2002),gulper,0.739130435,14.1125,5.7,0.18
Plinia_peruviana,Cyanocorax_chrysops,Colussi_e_Prestes_(2011),gulper,0.738888889,19.5,10.3,NA
Tapirira_guianensis,Dacnis_cayana,Gondim_(2002),masher,0.736842105,8.03,9.1,0.58
Cupania_vernalis,Myiodynastes_maculatus,Gondim_(2002),gulper,0.72,15.92,8.75,0.52
Henriettea_succosa,Manacus_manacus,Correia_(1997),gulper,0.71942446,10.5826087,16,1.47
Ocotea_corymbosa,Camptostoma_obsoletum,Gondim_(2002),gulper,0.714285714,7.08125,5.7,0.18
Amaioua_guianensis,Cyanocorax_chrysops,Gondim_(2002),gulper,0.7,19.5,9.573333333,0.93
Lantana_camara,Aegithina_tiphia,Ramaswami_et_al.,gulper,0.7,6.3,5.285,0.084
Ocotea_corymbosa,Thraupis_sayaca,Gondim_(2002),masher,0.7,12,5.7,0.18
Pera_glabrata,Nemosia_pileata,Gondim_(2002),masher,0.7,NA,3.7075,0.0255
Siparuna_guianensis,Cyanocorax_cristatellus,Gondim_(2002),gulper,0.7,18.2,3.9,0.03
Talauma_ovata,Ramphocelus_carbo,Cazetta_et_al._(2002),masher,0.69874477,10,7.3,NA
Euterpe_edulis,Selenidera_maculirostris,C?rtes_(2003),gulper,0.697674419,26.08333333,13.3575,1.4475
Phoradendron_tucumanense,Sicalis_flaveola,Di_Pauli,masher,0.69,NA,6.3,0.12
Copaifera_langsdorffii,Myiarchus_tyrannulus,Motta-Jr_e_Lombardi_(1990),gulper,0.684931507,13.8,9,0.68
Ocotea_pulchella,Tyrannus_melancholicus,Francisco_e_Galetti_(2002),gulper,0.680272109,14.63333333,6.153,0.192816667
Podocarpus_parlatorei,Elaenia_strepera,Blendinger,gulper,0.68,13.1,6,0.15
Trichilia_pallida,Mimus_saturninus,Gondim_(2002),gulper,0.675675676,12.15,7.6,0.47
Ocotea_pulchella,Myiozetetes_similis,Francisco_e_Galetti_(2002),gulper,0.670731707,12.86666667,6.153,0.192816667
Alchornea_glandulosa,Tachyphonus_coronatus,Zimmermann_(1996),masher,0.666666667,9.77,4.4,0.075
Michelia_champaca,Saltator_similis,Oliveira_et_al._(2013),masher,0.666666667,12.05,8.5,NA
Miconia_albicans,Saltator_maximus,Correia_(1997),masher,0.666666667,12.7,7.62,0.195
Nectandra_megapotamica,Trogon_surrucura,Krugel_et_al._(2006),gulper,0.666666667,NA,8.700666667,1.851266667
Ouratea_castanaefolia,Empidonomus_varius,Gondim_(2002),gulper,0.666666667,11.5,5.8,0.08
Piptocarpa_leprosa,Dacnis_cayana,Gondim_(2002),masher,0.666666667,8.03,NA,NA
Xylopia_aromatica,Saltator_similis,Gondim_(2002),masher,0.666666667,12.05,4.3,0.710666667
Ocotea_corymbosa,Tersina_viridis,Gondim_(2002),masher,0.665,15.2,5.7,0.18
Faramea_hyacinthina,Tyrannus_melancholicus,Melo_et_al._(2003),gulper,0.662251656,14.63333333,8.9,0.39
Xylopia_aromatica,Icterus_pyrrhopterus,Gondim_(2002),gulper,0.66,7.87,4.3,0.710666667
Curatella_americana,Cyanocorax_cyanopogon,Pascotto_et_al._(2012),gulper,0.641025641,17,13.9275,3.9905
Miconia_prasina,Ramphocelus_bresilius,Correia_(1997),masher,0.637254902,11.73061224,6.509425,0.15575
Rudgea_viburnoides,Turdus_leucomelas,Gondim_(2002),gulper,0.636363636,14.1125,6.55,0.305
Tabernaemontana_fuchsaefolia,Icterus_pyrrhopterus,Gondim_(2002),gulper,0.636363636,7.87,6.6,0.16
Faramea_hyacinthina,Turdus_amaurochalinus,Melo_et_al._(2003),gulper,0.634877384,12.48,8.9,0.39
Alchornea_glandulosa,Ramphocelus_carbo,Pascotto_(2006),masher,0.631578947,10,4.4,0.075
Euterpe_edulis,Selenidera_maculirostris,Castro_(2003),gulper,0.62962963,26.08333333,13.3575,1.4475
Amaioua_guianensis,Turdus_leucomelas,Gondim_(2002),gulper,0.625,14.1125,9.573333333,0.93
Byrsonima_intermedia,Megarynchus_pitangua,Gondim_(2002),gulper,0.625,18,8.2225,0.27
Ficus_guaranitica,Dacnis_cayana,Gondim_(2002),masher,0.625,8.03,14.25,NA
Trichilia_pallida,Dacnis_cayana,Gondim_(2002),masher,0.625,8.03,7.6,0.47
Styrax_pohlii,Tangara_cayana,Gondim_(2002),masher,0.615384615,8.65,7.2,0.27
Alchornea_glandulosa,Mimus_saturninus,Pascotto_(2006),gulper,0.602409639,12.15,4.4,0.075
Plinia_peruviana,Pyrrhura_frontalis,Colussi_e_Prestes_(2011),masher,0.596529284,13.5,10.3,NA
Faramea_hyacinthina,Turdus_rufiventris,Melo_et_al._(2003),gulper,0.595611285,14.50625,8.9,0.39
Myrcia_castrensis,Tyrannus_melancholicus,Gondim_(2002),gulper,0.590909091,14.63333333,6.6,0.16
Miconia_cinnamomifolia,Pipra_chloromeros,Correia_(1997),gulper,0.586080586,11,3.2,NA
Copaifera_langsdorffii,Schistochlamys_ruficapillus,Motta-Jr_e_Lombardi_(1990),masher,0.582959641,11.7,9,0.68
Talauma_ovata,Turdus_leucomelas,Cazetta_et_al._(2002),gulper,0.581081081,14.1125,7.3,NA
Nectandra_megapotamica,Saltator_similis,Krugel_et_al._(2006),masher,0.578034682,12.05,8.700666667,1.851266667
Plinia_peruviana,Saltator_similis,Colussi_e_Prestes_(2011),masher,0.57704918,12.05,10.3,NA
Tabernaemontana_fuchsaefolia,Cyanocorax_cristatellus,Gondim_(2002),gulper,0.575,18.2,6.6,0.16
Miconia_albicans,Nemosia_pileata,Correia_(1997),masher,0.573476703,NA,7.62,0.195
Styrax_pohlii,Thraupis_sayaca,Gondim_(2002),masher,0.571428571,12,7.2,0.27
Styrax_pohlii,Elaenia_flavogaster,Gondim_(2002),gulper,0.571428571,10.7,7.2,0.27
Miconia_chamissois,Xolmis_cinereus,Am?ncio_&_Melo_(2008),gulper,0.57,NA,5.4,0.1
Tapirira_guianensis,Penelope_superciliaris,Gondim_(2002),gulper,0.566666667,25,9.1,0.58
Plinia_peruviana,Turdus_leucomelas,Colussi_e_Prestes_(2011),gulper,0.563380282,14.1125,10.3,NA
Faramea_hyacinthina,Megarynchus_pitangua,Melo_et_al._(2003),gulper,0.5625,18,8.9,0.39
Copaifera_langsdorffii,Thraupis_sayaca,Motta-Jr_e_Lombardi_(1990),masher,0.559006211,12,9,0.68
Byrsonima_intermedia,Thraupis_sayaca,Gondim_(2002),masher,0.551724138,12,8.2225,0.27
Ocotea_pulchella,Tyrannus_savana,Francisco_e_Galetti_(2002),gulper,0.550070522,NA,6.153,0.192816667
Eugenia_uniflora,Tersina_viridis,Colussi_e_Prestes_(2011),masher,0.543307087,15.2,18.95,0.76
Aegiphyla_sellowiana,Coereba_flaveola,Correia_(1997),masher,0.534759358,5.922222222,7.1,NA
Michelia_champaca,Machetornis_rixosa,Oliveira_et_al._(2013),gulper,0.534759358,11.4,8.5,NA
Pera_glabrata,Dacnis_cayana,Gondim_(2002),masher,0.515151515,8.03,3.7075,0.0255
Xylopia_sericea,Hemithraupis_flavicollis,Correia_(1997),masher,0.505050505,7.5,7.4,NA
Plinia_peruviana,Thraupis_sayaca,Colussi_e_Prestes_(2011),masher,0.501457726,12,10.3,NA
Byrsonima_intermedia,Tyrannus_melancholicus,Gondim_(2002),gulper,0.5,14.63333333,8.2225,0.27
Copaifera_langsdorffii,Tangara_cayana,Motta-Jr_e_Lombardi_(1990),masher,0.5,8.65,9,0.68
Coussarea_hydrangeifolia,Tityra_cayana,Gondim_(2002),gulper,0.5,10.9,7.4,0.26
Ocotea_corymbosa,Myiozetetes_similis,Gondim_(2002),gulper,0.5,12.86666667,5.7,0.18
Palicourea_marcgravii,Thraupis_sayaca,Gondim_(2002),masher,0.5,12,7.7,0.19
Piptocarpa_leprosa,Saltator_similis,Gondim_(2002),masher,0.5,12.05,NA,NA
Piptocarpa_leprosa,Serpophaga_subcristata,Gondim_(2002),gulper,0.5,NA,NA,NA
Tabernaemontana_fuchsaefolia,Conirostrum_speciosum,Gondim_(2002),masher,0.5,7.5,6.6,0.16
Talauma_ovata,Tachyphonus_coronatus,Cazetta_et_al._(2002),masher,0.5,9.77,7.3,NA
Talauma_ovata,Myiozetetes_similis,Cazetta_et_al._(2002),gulper,0.5,12.86666667,7.3,NA
Tapirira_guianensis,Parula_pitiayumi,Gondim_(2002),gulper,0.5,6.2,9.1,0.58
Trichilia_pallida,Thraupis_sayaca,Gondim_(2002),masher,0.5,12,7.6,0.47
Xylopia_aromatica,Pachyramphus_validus,Gondim_(2002),gulper,0.5,15.2125,4.3,0.710666667
Miconia_cinnamomifolia,Megarynchus_pitangua,Correia_(1997),gulper,0.492610837,18,3.2,NA
Cytharexylum_myrianthum,Legatus_leucophaius,Correia_(1997),gulper,0.488372093,13.2,8.3,NA
Plinia_peruviana,Tangara_preciosa,Colussi_e_Prestes_(2011),masher,0.47318612,NA,10.3,NA
Ocotea_corymbosa,Elaenia_sp,Gondim_(2002),gulper,0.470588235,11,5.7,0.18
Persea_lingue,Turdus_falcklandii,Vergara_et_al.,gulper,0.47,NA,NA,NA
Talauma_ovata,Cyanocorax_cristatellus,Cazetta_et_al._(2002),gulper,0.465116279,18.2,7.3,NA
Ocotea_corymbosa,Dacnis_cayana,Gondim_(2002),masher,0.464285714,8.03,5.7,0.18
Virola_sebifera,Tangara_cayana,Gondim_(2002),masher,0.461538462,8.65,10.25,0.75
Miconia_irwinii,Zonotrichia_capensis,Guerra_et_al_(2017),masher,0.455696203,9,NA,NA
Cupania_vernalis,Myiarchus_ferox,Gondim_(2002),gulper,0.454545455,12.43333333,8.75,0.52
Tabernaemontana_fuchsaefolia,Pitangus_sulphuratus,Gondim_(2002),gulper,0.438596491,16.35,6.6,0.16
Michelia_champaca,Myiozetetes_similis,Oliveira_et_al._(2013),gulper,0.436681223,12.86666667,8.5,NA
Copaifera_langsdorffii,Elaenia_obscura,Motta-Jr_e_Lombardi_(1990),gulper,0.434782609,11.8125,9,0.68
Michelia_champaca,Dacnis_cayana,Oliveira_et_al._(2013),masher,0.432748538,8.03,8.5,NA
Xylopia_sericea,Myiarchus_ferox,Correia_(1997),gulper,0.423728814,12.43333333,7.4,NA
Copaifera_langsdorffii,Turdus_leucomelas,Gondim_(2002),gulper,0.4,14.1125,9,0.68
Micropholis_venulosa,Phoenicircus_nigricollis,Parrado-Rosselli_and_Amaya-Espinel,gulper,0.4,NA,NA,NA
Talauma_ovata,Empidonomus_varius,Cazetta_et_al._(2002),gulper,0.396825397,11.5,7.3,NA
Siparuna_guianensis,Cyanocorax_chrysops,Gondim_(2002),gulper,0.391304348,19.5,3.9,0.03
Myrsine_coriacea,Nemosia_pileata,Francisco_e_Galetti_(2001),masher,0.373134328,NA,3.262,0.025558333
Tapirira_guianensis,Pachyramphus_validus,Gondim_(2002),gulper,0.357142857,15.2125,9.1,0.58
Podocarpus_parlatorei,Catharus_ustulatus,Blendinger,gulper,0.35,11.1,6,0.15
Tapirira_guianensis,Molothrus_bonariensis,Gondim_(2002),gulper,0.35,14.6,9.1,0.58
Piptocarpa_leprosa,Mimus_saturninus,Gondim_(2002),gulper,0.34,12.15,NA,NA
Tabernaemontana_fuchsaefolia,Thraupis_sayaca,Gondim_(2002),masher,0.338461538,12,6.6,0.16
Cytharexylum_myrianthum,Turdus_amaurochalinus,Correia_(1997),gulper,0.334788937,12.48,8.3,NA
Amaioua_guianensis,Thraupis_sayaca,Gondim_(2002),masher,0.333333333,12,9.573333333,0.93
Coussarea_hydrangeifolia,Cyanocorax_chrysops,Gondim_(2002),gulper,0.333333333,19.5,7.4,0.26
Cupania_vernalis,Tyrannus_melancholicus,Gondim_(2002),gulper,0.333333333,14.63333333,8.75,0.52
Cupania_vernalis,Tangara_cayana,Gondim_(2002),masher,0.333333333,8.65,8.75,0.52
Tabernaemontana_fuchsaefolia,Dacnis_cayana,Gondim_(2002),masher,0.333333333,8.03,6.6,0.16
Xylopia_aromatica,Melanerpes_candidus,Gondim_(2002),gulper,0.33,NA,4.3,0.710666667
Cytharexylum_myrianthum,Conirostrum_speciosum,Correia_(1997),masher,0.327332242,7.5,8.3,NA
Cupania_vernalis,Thraupis_sayaca,Gondim_(2002),masher,0.325,12,8.75,0.52
Alchornea_triplinervia,Cyanerpes_cyaneus,Correia_(1997),masher,0.324675325,7.458823529,7.15,0.25
Ocotea_corymbosa,Pitangus_sulphuratus,Gondim_(2002),gulper,0.317647059,16.35,5.7,0.18
Cytharexylum_myrianthum,Myiodynastes_maculatus,Correia_(1997),gulper,0.300480769,15.92,8.3,NA
Trattinnickia_lawrencei,Cotinga_cayana,Parrado-Rosselli_and_Amaya-Espinel,gulper,0.3,16.9,3.5,NA
Michelia_champaca,Turdus_rufiventris,Oliveira_et_al._(2013),gulper,0.299401198,14.50625,8.5,NA
Myrsine_coriacea,Thraupis_sayaca,Francisco_e_Galetti_(2001),masher,0.297619048,12,3.262,0.025558333
Amaioua_guianensis,Myiozetetes_similis,Gondim_(2002),gulper,0.285714286,12.86666667,9.573333333,0.93
Cupania_vernalis,Dacnis_cayana,Gondim_(2002),masher,0.285714286,8.03,8.75,0.52
Miconia_albicans,Tyrannus_melancholicus,Correia_(1997),gulper,0.284900285,14.63333333,7.62,0.195
Byrsonima_intermedia,Myiozetetes_similis,Gondim_(2002),gulper,0.282608696,12.86666667,8.2225,0.27
Copaifera_langsdorffii,Serpophaga_subcristata,Motta-Jr_e_Lombardi_(1990),gulper,0.281690141,NA,9,0.68
Persea_lingue,Patagioenas_araucana,Vergara_et_al.,gulper,0.28,NA,NA,NA
Doliocarpus_dentatus,Pitangus_sulphuratus,Gondim_(2002),gulper,0.266666667,16.35,6.317807018,0.118333333
Cytharexylum_myrianthum,Thraupis_sayaca,Correia_(1997),masher,0.259067358,12,8.3,NA
Cytharexylum_myrianthum,Dacnis_cayana,Correia_(1997),masher,0.257400257,8.03,8.3,NA
Xylopia_aromatica,Serpophaga_subcristata,Gondim_(2002),gulper,0.25,NA,4.3,0.710666667
Amaioua_guianensis,Penelope_superciliaris,Gondim_(2002),gulper,0.246666667,25,9.573333333,0.93
Pera_glabrata,Elaenia_sp,Gondim_(2002),gulper,0.230769231,11,3.7075,0.0255
Ocotea_corymbosa,Aratinga_leucophtalmus,Gondim_(2002),masher,0.23,16.7,5.7,0.18
Tabernaemontana_fuchsaefolia,Tangara_cayana,Gondim_(2002),masher,0.227272727,8.65,6.6,0.16
Talauma_ovata,Tyrannus_savana,Cazetta_et_al._(2002),gulper,0.226315789,NA,7.3,NA
Persea_lingue,Xolmis_pyrope,Vergara_et_al.,gulper,0.22,NA,NA,NA
Xylopia_aromatica,Brotogeris_chiriri,Gondim_(2002),masher,0.214285714,9.9,4.3,0.710666667
Miconia_cinnamomifolia,Turdus_amaurochalinus,Correia_(1997),gulper,0.213675214,12.48,3.2,NA
Cytharexylum_myrianthum,Tyrannus_melancholicus,Correia_(1997),gulper,0.20979021,14.63333333,8.3,NA
Virola_sebifera,Pipraeidea_melanonota,Gondim_(2002),masher,0.2,9.3,10.25,0.75
Cytharexylum_myrianthum,Patagioenas_cayennensis,Correia_(1997),gulper,0.193610842,NA,8.3,NA
Virola_sebifera,Tersina_viridis,Gondim_(2002),masher,0.184210526,15.2,10.25,0.75
Euterpe_edulis,Selenidera_maculirostris,Castro_(2003),gulper,0.182217344,26.08333333,13.3575,1.4475
Tabernaemontana_fuchsaefolia,Serpophaga_subcristata,Gondim_(2002),gulper,0.166666667,NA,6.6,0.16
Tabernaemontana_fuchsaefolia,Nemosia_pileata,Gondim_(2002),masher,0.166666667,NA,6.6,0.16
Ocotea_corymbosa,Mimus_saturninus,Gondim_(2002),gulper,0.166,12.15,5.7,0.18
Tabernaemontana_fuchsaefolia,Camptostoma_obsoletum,Gondim_(2002),gulper,0.15,7.08125,6.6,0.16
Byrsonima_intermedia,Pachyramphus_validus,Gondim_(2002),gulper,0.135135135,15.2125,8.2225,0.27
Tapirira_guianensis,Tyrannus_melancholicus,Gondim_(2002),gulper,0.130434783,14.63333333,9.1,0.58
Trichilia_pallida,Leptotila_rufaxilla,Gondim_(2002),gulper,0.130434783,8.642857143,7.6,0.47
Amaioua_guianensis,Elaenia_mesoleuca,Gondim_(2002),gulper,0.125,11,9.573333333,0.93
Amaioua_guianensis,Tangara_cayana,Gondim_(2002),masher,0.111111111,8.65,9.573333333,0.93
Pera_glabrata,Pachyramphus_validus,Gondim_(2002),gulper,0.1,15.2125,3.7075,0.0255
Tapirira_guianensis,Empidonomus_varius,Gondim_(2002),gulper,0.1,11.5,9.1,0.58
Cytharexylum_myrianthum,Nemosia_pileata,Correia_(1997),masher,0.07204611,NA,8.3,NA
Cytharexylum_myrianthum,Euphonia_violacea,Correia_(1997),masher,0.07204611,7.9,8.3,NA
Tapirira_guianensis,Myiodynastes_maculatus,Gondim_(2002),gulper,0.066666667,15.92,9.1,0.58
Alibertia_sessilis,Penelope_superciliaris,Gondim_(2002),gulper,0.035714286,25,22.35,8.17
Ouratea_castanaefolia,Celeus_flavescens,Gondim_(2002),gulper,0.03030303,15.75,5.8,0.08
